customer_id,age,state,employment_type,segment,monthly_income,credit_score,years_with_bank,existing_loans,onboarding_year
CUST003269,39,Karnataka,Business Owner,Corporate,77393,633,19,4,2022
CUST003270,61,Tamil Nadu,Salaried,Retail,168503,684,8,3,2020
CUST003271,43,West Bengal,Salaried,Corporate,58385,713,17,3,2023
CUST003272,45,UP,Salaried,Retail,158181,653,15,2,2006
CUST003273,40,Gujarat,Salaried,Corporate,160265,603,6,1,2023
CUST003274,58,Maharashtra,Self-Employed,Retail,27247,659,4,2,2016
CUST003275,60,Delhi,Salaried,Retail,166004,651,0,3,2015
CUST003276,42,Punjab,Salaried,Retail,128851,702,10,3,2022
CUST003277,29,Delhi,Salaried,SME,64344,760,6,2,2021
CUST003278,49,UP,Salaried,SME,18337,628,10,0,2013
CUST003279,26,Punjab,Government,Retail,212906,552,0,4,2021
CUST003280,38,West Bengal,Salaried,Mass,203454,655,19,4,2005
CUST003281,58,Delhi,Salaried,SME,86340,666,17,4,2010
CUST003282,57,Maharashtra,Self-Employed,SME,192327,679,8,0,2009
CUST003283,40,Gujarat,Self-Employed,SME,136233,593,12,0,2007
CUST003284,48,Maharashtra,Salaried,Premium,208270,629,7,0,2021
CUST003285,55,UP,Salaried,Retail,170877,539,12,3,2019
CUST003286,32,Karnataka,Freelancer,Mass,107998,803,19,0,2009
CUST003287,33,Delhi,Government,Premium,158319,597,1,0,2018
CUST003288,42,Telangana,Self-Employed,Retail,57069,791,0,1,2019
CUST003289,32,Karnataka,Self-Employed,Premium,26023,822,7,2,2016
CUST003290,60,Gujarat,Salaried,Retail,78621,760,9,4,2021
CUST003291,49,Punjab,Salaried,Retail,107522,715,4,1,2016
CUST003292,26,Rajasthan,Salaried,Retail,192606,700,13,4,2021
CUST003293,38,Punjab,Salaried,Retail,122729,606,9,0,2012
CUST003294,41,Delhi,Business Owner,SME,66810,615,6,0,2013
CUST003295,62,Gujarat,Freelancer,SME,137233,661,12,2,2019
CUST003296,33,Rajasthan,Freelancer,SME,147272,876,14,1,2009
CUST003297,27,Maharashtra,Business Owner,SME,100629,753,1,2,2011
CUST003298,38,Punjab,Business Owner,SME,39978,810,7,2,2017
CUST003299,40,Punjab,Salaried,Mass,240258,704,10,0,2011
CUST003300,47,Tamil Nadu,Freelancer,SME,142680,846,11,3,2018
CUST003301,53,Gujarat,Self-Employed,SME,175892,692,0,3,2014
CUST003302,27,Punjab,Salaried,SME,249133,712,15,2,2012
CUST003303,57,Karnataka,Self-Employed,SME,69558,739,5,2,2023
CUST003304,59,Delhi,Salaried,Mass,71461,711,15,4,2012
CUST003305,32,Karnataka,Self-Employed,Retail,159925,557,8,2,2008
CUST003306,54,Gujarat,Salaried,Retail,67062,729,10,2,2017
CUST003307,45,West Bengal,Salaried,Retail,136650,827,11,2,2020
CUST003308,44,Delhi,Salaried,Mass,81207,631,8,4,2009
CUST003309,36,West Bengal,Salaried,Mass,239298,676,6,0,2007
CUST003310,48,Telangana,Salaried,Retail,161163,751,10,3,2018
CUST003311,32,West Bengal,Salaried,Retail,85672,615,1,0,2011
CUST003312,38,West Bengal,Salaried,Premium,157299,584,19,4,2011
CUST003313,35,UP,Government,Retail,65785,826,1,4,2005
CUST003314,48,West Bengal,Business Owner,SME,135125,633,17,1,2023
CUST003315,39,Telangana,Salaried,Retail,33108,744,0,3,2016
CUST003316,49,Punjab,Salaried,SME,25117,557,6,3,2015
CUST003317,25,Rajasthan,Business Owner,Premium,65159,670,19,2,2011
CUST003318,28,West Bengal,Government,Retail,29684,746,17,0,2005
CUST003319,56,Telangana,Salaried,Premium,83616,625,6,0,2016
CUST003320,30,Tamil Nadu,Salaried,Retail,76854,755,5,0,2016
CUST003321,29,West Bengal,Salaried,Corporate,61138,893,16,3,2017
CUST003322,38,Rajasthan,Self-Employed,Retail,48608,829,14,4,2020
CUST003323,38,Rajasthan,Salaried,SME,136974,716,17,4,2006
CUST003324,54,Tamil Nadu,Salaried,Premium,234113,545,14,2,2007
CUST003325,53,Punjab,Salaried,Premium,108577,839,4,1,2008
CUST003326,29,UP,Salaried,Retail,28669,834,6,3,2006
CUST003327,40,Karnataka,Freelancer,Mass,167992,832,4,1,2012
CUST003328,59,UP,Business Owner,SME,110234,569,13,0,2007
CUST003329,24,Karnataka,Business Owner,Retail,164724,581,11,0,2016
CUST003330,26,West Bengal,Salaried,Premium,249726,534,6,4,2006
CUST003331,34,Tamil Nadu,Salaried,SME,193996,767,17,4,2009
CUST003332,52,Gujarat,Freelancer,SME,19987,759,15,1,2016
CUST003333,37,Karnataka,Salaried,Premium,172389,742,3,2,2014
CUST003334,53,Delhi,Self-Employed,Retail,97190,762,4,4,2019
CUST003335,43,Rajasthan,Self-Employed,SME,232334,663,2,3,2005
CUST003336,50,West Bengal,Freelancer,Mass,74890,598,2,3,2006
CUST003337,43,West Bengal,Salaried,SME,211233,641,18,1,2016
CUST003338,64,Rajasthan,Business Owner,SME,158311,745,17,0,2011
CUST003339,24,Maharashtra,Salaried,Retail,97912,603,16,0,2021
CUST003340,31,Rajasthan,Salaried,Retail,67315,761,11,2,2019
CUST003341,63,Punjab,Business Owner,SME,226878,769,0,0,2005
CUST003342,42,Gujarat,Business Owner,Corporate,64130,671,9,1,2016
CUST003343,37,Rajasthan,Salaried,Premium,210863,591,16,4,2007
CUST003344,33,UP,Business Owner,Premium,77926,705,10,2,2018
CUST003345,23,Delhi,Salaried,Retail,181668,699,14,2,2012
CUST003346,62,Karnataka,Self-Employed,Corporate,114026,871,2,3,2005
CUST003347,45,Telangana,Self-Employed,SME,43938,655,18,2,2021
CUST003348,56,UP,Self-Employed,SME,111396,761,17,0,2009
CUST003349,51,Punjab,Salaried,Mass,221247,709,8,2,2020
CUST003350,51,Punjab,Self-Employed,Corporate,30034,725,6,4,2006
CUST003351,56,Rajasthan,Salaried,Mass,215927,640,8,0,2010
CUST003352,40,Telangana,Business Owner,Corporate,108877,549,6,1,2007
CUST003353,29,Gujarat,Salaried,Corporate,236244,720,4,3,2010
CUST003354,47,Karnataka,Business Owner,SME,37873,749,5,1,2016
CUST003355,61,Tamil Nadu,Freelancer,Retail,126290,470,11,2,2015
CUST003356,28,West Bengal,Salaried,SME,83457,619,2,0,2019
CUST003357,51,West Bengal,Business Owner,SME,238823,551,8,0,2023
CUST003358,28,Karnataka,Salaried,SME,43048,764,12,4,2018
CUST003359,24,Tamil Nadu,Business Owner,Retail,17544,772,17,1,2023
CUST003360,22,Karnataka,Self-Employed,Retail,182052,663,1,3,2010
CUST003361,57,Delhi,Salaried,Retail,172836,627,10,4,2015
CUST003362,46,Telangana,Salaried,Corporate,203046,673,12,0,2009
CUST003363,58,West Bengal,Freelancer,Mass,27011,688,4,1,2009
CUST003364,22,Tamil Nadu,Business Owner,Mass,63778,659,16,4,2008
CUST003365,36,Gujarat,Self-Employed,Premium,187800,796,10,4,2015
CUST003366,58,Rajasthan,Salaried,Mass,65303,653,4,4,2018
CUST003367,34,UP,Self-Employed,Retail,215401,588,5,4,2017
CUST003368,61,West Bengal,Self-Employed,Retail,60435,608,10,2,2010
CUST003369,29,Punjab,Salaried,Retail,19267,682,8,2,2019
CUST003370,26,Maharashtra,Government,SME,58065,637,2,4,2012
CUST003371,30,Karnataka,Salaried,Premium,91672,729,14,0,2016
CUST003372,22,Gujarat,Business Owner,Mass,101485,551,10,4,2006
CUST003373,57,Karnataka,Salaried,Premium,186201,787,9,3,2013
CUST003374,56,Maharashtra,Business Owner,Corporate,33013,597,10,4,2021
CUST003375,23,Delhi,Salaried,Retail,218444,726,14,3,2008
CUST003376,61,Rajasthan,Salaried,Retail,232937,695,2,2,2021
CUST003377,44,West Bengal,Self-Employed,SME,56152,527,7,1,2011
CUST003378,30,Punjab,Salaried,Retail,104727,668,13,2,2007
CUST003379,55,Karnataka,Freelancer,Retail,156945,733,5,2,2006
CUST003380,35,Tamil Nadu,Government,SME,225377,672,15,4,2009
CUST003381,25,Karnataka,Salaried,SME,118855,827,13,0,2021
CUST003382,51,Tamil Nadu,Salaried,Corporate,193830,807,17,2,2021
CUST003383,52,Rajasthan,Self-Employed,Premium,243418,682,8,4,2012
CUST003384,59,UP,Self-Employed,SME,96868,744,6,3,2007
CUST003385,32,West Bengal,Freelancer,Mass,38613,603,8,0,2007
CUST003386,56,UP,Salaried,Corporate,167535,807,3,1,2016
CUST003387,29,UP,Business Owner,SME,118782,607,0,2,2007
CUST003388,24,West Bengal,Salaried,Retail,123061,720,13,0,2012
CUST003389,35,West Bengal,Self-Employed,Retail,196418,731,6,4,2011
CUST003390,34,Rajasthan,Salaried,SME,190101,663,10,0,2010
CUST003391,53,Punjab,Self-Employed,Retail,223159,654,5,2,2006
CUST003392,55,Karnataka,Salaried,SME,141050,700,3,3,2019
CUST003393,40,Rajasthan,Salaried,SME,227770,678,13,0,2023
CUST003394,59,Maharashtra,Salaried,Retail,221134,649,10,3,2017
CUST003395,37,Telangana,Freelancer,Corporate,66214,628,5,1,2010
CUST003396,23,Delhi,Self-Employed,Retail,150841,652,19,4,2017
CUST003397,61,West Bengal,Self-Employed,SME,220798,685,12,4,2008
CUST003398,38,Karnataka,Business Owner,Retail,140665,760,15,4,2013
CUST003399,55,Punjab,Business Owner,Retail,61161,804,9,4,2018
CUST003400,63,Gujarat,Salaried,SME,178938,607,7,3,2019
CUST003401,37,Punjab,Salaried,Corporate,159150,727,10,3,2015
CUST003402,59,Delhi,Self-Employed,SME,74254,710,18,1,2010
CUST003403,23,Maharashtra,Salaried,Retail,201783,618,9,1,2006
CUST003404,23,Gujarat,Salaried,SME,220489,787,8,1,2017
CUST003405,47,UP,Self-Employed,Retail,26057,652,5,3,2017
CUST003406,34,UP,Salaried,Premium,197226,731,16,0,2021
CUST003407,52,West Bengal,Salaried,SME,24564,692,19,1,2011
CUST003408,55,UP,Government,Corporate,228415,762,6,2,2006
CUST003409,60,Tamil Nadu,Freelancer,Retail,116745,702,19,1,2018
CUST003410,24,Karnataka,Salaried,Corporate,227779,649,3,3,2017
CUST003411,29,Tamil Nadu,Self-Employed,Mass,185507,854,18,0,2013
CUST003412,44,West Bengal,Salaried,Retail,244955,821,8,1,2016
CUST003413,35,Rajasthan,Salaried,SME,95917,501,12,0,2019
CUST003414,48,Delhi,Business Owner,SME,74050,724,0,1,2009
CUST003415,50,Gujarat,Freelancer,SME,77670,648,7,4,2007
CUST003416,60,Gujarat,Salaried,Retail,205036,623,16,1,2016
CUST003417,60,UP,Salaried,Retail,116545,564,8,3,2020
CUST003418,22,Karnataka,Self-Employed,Retail,98324,780,8,1,2019
CUST003419,38,Telangana,Business Owner,Retail,200442,703,19,2,2007
CUST003420,62,Punjab,Government,Premium,108417,499,7,2,2005
CUST003421,51,Gujarat,Self-Employed,Premium,83935,783,11,4,2006
CUST003422,34,Delhi,Salaried,Mass,203387,646,9,1,2015
CUST003423,42,Delhi,Salaried,Corporate,238182,700,8,4,2020
CUST003424,40,Tamil Nadu,Salaried,Retail,128010,705,3,4,2015
CUST003425,40,Tamil Nadu,Salaried,Mass,119067,684,11,3,2017
CUST003426,46,West Bengal,Salaried,Corporate,87856,756,5,2,2019
CUST003427,43,Maharashtra,Salaried,Corporate,21834,569,13,1,2012
CUST003428,52,Telangana,Salaried,SME,58323,607,12,3,2019
CUST003429,38,UP,Freelancer,Corporate,62268,629,10,3,2009
CUST003430,44,Delhi,Salaried,Mass,108209,751,8,3,2012
CUST003431,53,Gujarat,Freelancer,Premium,143200,587,10,0,2006
CUST003432,31,Punjab,Salaried,Retail,204483,799,18,0,2010
CUST003433,31,Punjab,Business Owner,Retail,236494,786,6,1,2010
CUST003434,57,Tamil Nadu,Salaried,Retail,28489,688,2,0,2010
CUST003435,29,Tamil Nadu,Salaried,Corporate,157622,634,9,0,2021
CUST003436,41,Rajasthan,Salaried,Retail,45405,601,15,2,2016
CUST003437,53,Telangana,Salaried,Corporate,36373,661,9,0,2021
CUST003438,35,West Bengal,Salaried,Retail,88112,623,18,2,2008
CUST003439,49,UP,Self-Employed,SME,58067,726,10,0,2023
CUST003440,45,Karnataka,Self-Employed,Retail,218909,843,17,3,2021
CUST003441,36,Delhi,Freelancer,Retail,184362,611,1,3,2017
CUST003442,43,Karnataka,Government,Retail,67420,505,19,4,2019
CUST003443,51,Rajasthan,Self-Employed,Corporate,79442,737,0,3,2016
CUST003444,25,UP,Freelancer,Mass,78413,566,14,2,2010
CUST003445,34,Punjab,Salaried,Retail,28828,634,12,2,2013
CUST003446,44,Gujarat,Salaried,SME,63048,610,4,2,2011
CUST003447,29,Rajasthan,Salaried,Retail,41899,592,12,0,2019
CUST003448,39,West Bengal,Salaried,Corporate,214277,782,13,1,2010
CUST003449,33,UP,Self-Employed,Premium,114567,626,6,4,2010
CUST003450,52,Tamil Nadu,Business Owner,Corporate,133965,715,3,3,2008
CUST003451,35,Punjab,Salaried,Retail,98916,658,18,4,2023
CUST003452,55,Karnataka,Salaried,Retail,197216,846,0,0,2014
CUST003453,39,UP,Salaried,Retail,75795,403,17,1,2005
CUST003454,55,Rajasthan,Salaried,Retail,150501,779,3,4,2011
CUST003455,32,West Bengal,Salaried,Retail,205860,750,12,3,2005
CUST003456,62,Maharashtra,Salaried,Mass,60166,561,13,0,2010
CUST003457,33,Delhi,Salaried,Mass,130680,630,9,1,2020
CUST003458,36,UP,Business Owner,Retail,205255,510,18,3,2018
CUST003459,52,Gujarat,Salaried,SME,246126,607,6,1,2011
CUST003460,50,Maharashtra,Salaried,Mass,213334,548,19,1,2013
CUST003461,47,UP,Government,Retail,46825,680,13,4,2006
CUST003462,39,Maharashtra,Self-Employed,Corporate,218857,666,8,2,2009
CUST003463,53,Rajasthan,Business Owner,Retail,67906,900,14,2,2005
CUST003464,43,Gujarat,Freelancer,Retail,94587,799,13,2,2022
CUST003465,59,Telangana,Salaried,Retail,224613,439,5,2,2011
CUST003466,38,Maharashtra,Salaried,SME,182819,623,15,2,2007
CUST003467,44,Delhi,Salaried,Corporate,62910,582,18,1,2015
CUST003468,45,West Bengal,Self-Employed,Retail,117234,733,17,0,2021
CUST003469,29,Delhi,Salaried,SME,58320,760,18,4,2012
CUST003470,62,Gujarat,Salaried,Retail,157812,694,12,1,2006
CUST003471,27,UP,Business Owner,Corporate,64350,636,6,4,2011
CUST003472,26,Gujarat,Salaried,SME,63590,530,13,2,2023
CUST003473,50,Karnataka,Salaried,Retail,209514,656,16,3,2006
CUST003474,49,Telangana,Salaried,Retail,27040,777,7,2,2018
CUST003475,32,West Bengal,Salaried,SME,58731,632,0,4,2023
CUST003476,22,Punjab,Salaried,Retail,173063,659,12,1,2013
CUST003477,64,Punjab,Salaried,Premium,35715,607,14,1,2018
CUST003478,40,Rajasthan,Freelancer,Premium,210580,761,17,2,2013
CUST003479,30,Karnataka,Salaried,Retail,145069,678,17,4,2013
CUST003480,48,Tamil Nadu,Salaried,Premium,52667,526,17,3,2017
CUST003481,55,Punjab,Salaried,SME,175991,498,13,1,2022
CUST003482,25,Tamil Nadu,Salaried,Premium,114458,799,9,3,2012
CUST003483,57,Delhi,Salaried,SME,236009,594,7,2,2007
CUST003484,39,West Bengal,Salaried,Mass,33191,900,11,0,2006
CUST003485,36,Tamil Nadu,Business Owner,SME,207898,728,6,1,2017
CUST003486,34,Tamil Nadu,Salaried,Mass,88675,889,15,2,2009
CUST003487,40,Rajasthan,Freelancer,Premium,104303,693,5,2,2006
CUST003488,27,Telangana,Freelancer,SME,66641,545,2,3,2021
CUST003489,33,Telangana,Self-Employed,Retail,46434,614,16,2,2007
CUST003490,58,UP,Freelancer,SME,147246,684,14,3,2021
CUST003491,38,Tamil Nadu,Freelancer,Corporate,235448,736,4,1,2010
CUST003492,44,UP,Business Owner,Retail,102619,545,13,1,2018
CUST003493,47,Maharashtra,Self-Employed,SME,227284,799,1,4,2018
CUST003494,50,UP,Government,Premium,137125,648,16,0,2015
CUST003495,54,Maharashtra,Business Owner,Mass,181565,681,3,1,2012
CUST003496,48,West Bengal,Salaried,SME,155232,686,12,0,2020
CUST003497,46,Telangana,Salaried,Retail,135673,804,11,4,2010
CUST003498,31,West Bengal,Self-Employed,Corporate,184197,729,6,1,2018
CUST003499,44,UP,Self-Employed,Retail,64767,783,19,3,2018
CUST003500,42,Punjab,Salaried,Retail,104012,563,3,2,2012
CUST003501,42,Tamil Nadu,Self-Employed,Retail,29140,489,16,0,2023
CUST003502,64,UP,Salaried,Retail,241464,617,11,2,2019
CUST003503,34,Karnataka,Self-Employed,SME,76010,586,18,0,2020
CUST003504,58,Punjab,Salaried,Retail,32764,713,1,4,2016
CUST003505,54,UP,Business Owner,Corporate,180058,576,14,1,2023
CUST003506,45,Maharashtra,Self-Employed,SME,74959,665,10,4,2014
CUST003507,32,Gujarat,Salaried,Retail,190804,763,19,4,2014
CUST003508,38,Punjab,Salaried,Retail,243708,648,2,0,2007
CUST003509,25,Gujarat,Business Owner,Retail,135357,779,6,2,2006
CUST003510,46,Maharashtra,Salaried,Retail,75954,758,1,3,2008
CUST003511,51,Maharashtra,Self-Employed,Retail,35208,758,10,2,2021
CUST003512,30,Karnataka,Government,SME,236735,675,6,4,2006
CUST003513,42,UP,Salaried,SME,168349,621,7,3,2007
CUST003514,41,West Bengal,Salaried,Premium,92535,653,5,3,2013
CUST003515,40,Telangana,Salaried,SME,162317,733,19,1,2020
CUST003516,40,UP,Business Owner,SME,214441,520,12,3,2018
CUST003517,33,Tamil Nadu,Salaried,Retail,209207,559,16,0,2012
CUST003518,58,Tamil Nadu,Salaried,Retail,68203,497,19,2,2018
CUST003519,63,Karnataka,Salaried,Corporate,113595,662,19,3,2016
CUST003520,38,Gujarat,Self-Employed,SME,120806,570,13,3,2005
CUST003521,58,Gujarat,Business Owner,Retail,225070,775,8,2,2006
CUST003522,60,Punjab,Government,SME,104074,809,14,2,2009
CUST003523,49,West Bengal,Business Owner,Retail,196261,718,12,0,2010
CUST003524,62,West Bengal,Salaried,Retail,161260,793,15,2,2023
CUST003525,56,Telangana,Salaried,Retail,159002,797,0,1,2013
CUST003526,39,Tamil Nadu,Freelancer,Retail,111518,638,10,1,2018
CUST003527,35,West Bengal,Self-Employed,Retail,132520,562,18,3,2016
CUST003528,56,Delhi,Self-Employed,Corporate,126043,613,1,1,2010
CUST003529,62,UP,Salaried,Retail,180177,739,16,0,2007
CUST003530,28,West Bengal,Salaried,Corporate,187908,685,17,4,2021
CUST003531,62,Delhi,Self-Employed,Corporate,161018,693,3,4,2009
CUST003532,34,Punjab,Business Owner,Retail,188381,681,6,3,2012
CUST003533,39,Delhi,Salaried,Corporate,213370,712,0,1,2006
CUST003534,58,Telangana,Self-Employed,Retail,149189,707,8,0,2011
CUST003535,34,West Bengal,Salaried,Retail,245586,599,2,2,2017
CUST003536,57,UP,Government,SME,125357,801,6,2,2014
CUST003537,52,Tamil Nadu,Government,Corporate,39519,846,6,4,2005
CUST003538,23,Rajasthan,Salaried,Mass,201842,667,6,1,2005
CUST003539,37,Punjab,Salaried,SME,151091,750,3,1,2020
CUST003540,30,Delhi,Salaried,SME,195353,639,14,2,2022
CUST003541,30,Telangana,Salaried,SME,138578,862,5,1,2011
CUST003542,59,Tamil Nadu,Self-Employed,Retail,51405,668,5,1,2015
CUST003543,32,Rajasthan,Self-Employed,Retail,51929,727,18,2,2014
CUST003544,43,UP,Salaried,Retail,157270,679,13,1,2020
CUST003545,54,Delhi,Salaried,Retail,196229,501,11,4,2008
CUST003546,57,West Bengal,Self-Employed,Corporate,233010,538,13,2,2007
CUST003547,44,West Bengal,Government,Retail,143134,601,1,1,2021
CUST003548,55,Rajasthan,Salaried,Retail,243491,707,4,1,2018
CUST003549,30,Gujarat,Self-Employed,Mass,15263,674,8,3,2016
CUST003550,45,Karnataka,Salaried,Retail,218400,682,4,2,2021
CUST003551,29,Maharashtra,Salaried,Mass,32621,685,2,2,2022
CUST003552,28,Tamil Nadu,Salaried,Retail,148862,750,3,2,2022
CUST003553,57,Karnataka,Salaried,SME,19059,588,5,4,2015
CUST003554,39,Delhi,Salaried,Retail,86461,601,18,2,2010
CUST003555,24,Telangana,Salaried,SME,169493,644,4,1,2019
CUST003556,49,West Bengal,Salaried,Corporate,195001,699,18,4,2013
CUST003557,27,Punjab,Salaried,Corporate,23645,681,4,0,2013
CUST003558,42,West Bengal,Salaried,Mass,29558,751,4,2,2015
CUST003559,49,Rajasthan,Salaried,Corporate,100498,634,5,0,2019
CUST003560,61,Delhi,Self-Employed,SME,168870,699,1,4,2017
CUST003561,22,Punjab,Business Owner,Retail,169812,700,9,1,2016
CUST003562,57,Telangana,Business Owner,SME,129932,560,17,1,2008
CUST003563,42,Telangana,Salaried,SME,213264,816,1,1,2014
CUST003564,64,Punjab,Government,SME,177544,679,9,2,2016
CUST003565,56,Maharashtra,Salaried,Retail,59739,801,16,0,2012
CUST003566,34,Delhi,Salaried,Retail,134940,758,10,3,2017
CUST003567,31,UP,Freelancer,Premium,193006,686,3,3,2022
CUST003568,31,Rajasthan,Self-Employed,Retail,110948,532,7,3,2015
CUST003569,34,Tamil Nadu,Salaried,Retail,106964,678,7,3,2020
CUST003570,58,Telangana,Freelancer,SME,226705,756,2,3,2018
CUST003571,59,Delhi,Business Owner,Premium,186628,719,11,2,2005
CUST003572,45,Gujarat,Business Owner,Retail,169394,555,12,1,2021
CUST003573,23,Delhi,Salaried,Corporate,238788,719,12,0,2021
CUST003574,43,Gujarat,Freelancer,Retail,236625,599,3,1,2005
CUST003575,38,West Bengal,Self-Employed,Retail,67830,504,19,4,2009
CUST003576,57,West Bengal,Business Owner,Premium,237711,635,5,2,2023
CUST003577,35,UP,Salaried,Mass,155306,739,1,3,2006
CUST003578,31,Karnataka,Salaried,Retail,53045,561,18,3,2011
CUST003579,56,Tamil Nadu,Salaried,Premium,63102,782,18,4,2012
CUST003580,46,UP,Self-Employed,SME,202524,650,16,4,2014
CUST003581,24,Rajasthan,Self-Employed,Retail,139019,665,17,3,2018
CUST003582,59,West Bengal,Salaried,Corporate,148949,629,7,3,2012
CUST003583,38,Rajasthan,Self-Employed,Premium,227298,758,5,0,2021
CUST003584,33,UP,Business Owner,SME,135777,521,17,3,2010
CUST003585,45,Tamil Nadu,Self-Employed,Mass,188945,785,1,3,2018
CUST003586,50,Gujarat,Salaried,SME,233613,716,4,4,2006
CUST003587,64,UP,Salaried,Retail,110220,874,14,0,2017
CUST003588,46,West Bengal,Business Owner,Corporate,106726,503,16,3,2016
CUST003589,57,Tamil Nadu,Freelancer,Corporate,18668,625,1,4,2016
CUST003590,47,Telangana,Self-Employed,SME,175853,635,2,0,2015
CUST003591,59,Maharashtra,Government,Premium,216183,752,19,3,2011
CUST003592,22,Maharashtra,Salaried,SME,183089,765,1,2,2019
CUST003593,41,UP,Salaried,Corporate,85084,677,18,4,2013
CUST003594,49,Rajasthan,Salaried,Mass,37989,638,17,0,2005
CUST003595,37,Maharashtra,Self-Employed,Retail,70605,648,2,0,2015
CUST003596,38,Delhi,Salaried,Retail,89307,640,7,2,2015
CUST003597,61,Tamil Nadu,Salaried,Retail,224896,702,19,0,2019
CUST003598,49,Maharashtra,Salaried,Retail,132991,735,0,3,2006
CUST003599,33,Delhi,Salaried,SME,77087,718,2,3,2015
CUST003600,48,Gujarat,Salaried,Premium,229152,666,13,4,2014
CUST003601,63,Rajasthan,Government,Retail,128246,666,1,0,2009
CUST003602,51,Telangana,Business Owner,SME,21530,740,14,2,2016
CUST003603,62,Telangana,Business Owner,Premium,230578,654,3,0,2021
CUST003604,55,Tamil Nadu,Salaried,Mass,235808,781,5,2,2021
CUST003605,58,Delhi,Salaried,Retail,239220,804,6,1,2012
CUST003606,27,Karnataka,Government,Retail,87161,560,19,0,2007
CUST003607,28,Telangana,Government,SME,105780,523,4,1,2013
CUST003608,53,Telangana,Government,Premium,49926,764,10,1,2018
CUST003609,53,Gujarat,Self-Employed,Retail,52705,771,13,2,2020
CUST003610,46,Telangana,Salaried,SME,213476,516,13,4,2011
CUST003611,54,Telangana,Self-Employed,SME,102104,693,0,0,2006
CUST003612,28,Maharashtra,Self-Employed,Mass,131391,731,15,2,2005
CUST003613,33,Telangana,Freelancer,SME,127717,869,1,0,2019
CUST003614,37,Gujarat,Salaried,SME,97655,683,14,2,2009
CUST003615,37,Rajasthan,Salaried,Retail,168039,722,9,3,2011
CUST003616,64,UP,Salaried,SME,149967,557,6,1,2013
CUST003617,57,Telangana,Salaried,Retail,170673,680,7,1,2013
CUST003618,34,Punjab,Self-Employed,Retail,173326,545,19,0,2021
CUST003619,28,Tamil Nadu,Business Owner,SME,187064,563,6,1,2012
CUST003620,57,Karnataka,Salaried,Corporate,221686,846,2,4,2017
CUST003621,30,Punjab,Salaried,Retail,45407,759,17,3,2009
CUST003622,53,Maharashtra,Salaried,Retail,101907,706,19,0,2009
CUST003623,32,West Bengal,Self-Employed,Retail,108848,835,3,0,2011
CUST003624,29,Gujarat,Self-Employed,Corporate,118776,725,19,2,2020
CUST003625,54,Tamil Nadu,Self-Employed,Corporate,41333,638,4,1,2021
CUST003626,44,UP,Salaried,Premium,104984,715,3,1,2022
CUST003627,46,West Bengal,Freelancer,Mass,121495,684,8,4,2013
CUST003628,29,Punjab,Salaried,Retail,246168,620,0,2,2010
CUST003629,43,Rajasthan,Salaried,Retail,78770,835,3,3,2009
CUST003630,25,Tamil Nadu,Government,Mass,215515,509,6,2,2007
CUST003631,61,Punjab,Freelancer,Retail,124348,644,1,0,2009
CUST003632,24,Punjab,Business Owner,Retail,238511,795,1,3,2012
CUST003633,50,Rajasthan,Salaried,Retail,21443,613,15,3,2013
CUST003634,62,Tamil Nadu,Business Owner,Retail,58607,839,18,0,2019
CUST003635,50,Maharashtra,Salaried,Retail,175517,441,10,3,2016
CUST003636,55,Rajasthan,Salaried,SME,243902,614,15,3,2012
CUST003637,55,Maharashtra,Government,SME,218712,747,1,3,2012
CUST003638,49,Karnataka,Salaried,Corporate,15604,580,7,3,2023
CUST003639,34,West Bengal,Freelancer,SME,145647,694,13,0,2005
CUST003640,36,Karnataka,Salaried,Corporate,16996,625,3,4,2013
CUST003641,44,Rajasthan,Salaried,Retail,141299,831,1,3,2016
CUST003642,47,Gujarat,Salaried,SME,142246,856,1,0,2013
CUST003643,25,Karnataka,Freelancer,Corporate,30039,746,4,3,2005
CUST003644,47,Gujarat,Salaried,Retail,174006,754,6,2,2010
CUST003645,61,Gujarat,Self-Employed,Corporate,244333,787,12,0,2023
CUST003646,30,Rajasthan,Self-Employed,Mass,67171,704,1,2,2020
CUST003647,26,UP,Business Owner,Retail,147752,669,5,0,2012
CUST003648,53,Telangana,Business Owner,Retail,129201,667,8,2,2007
CUST003649,41,Punjab,Salaried,SME,149476,594,18,0,2022
CUST003650,32,Karnataka,Salaried,Corporate,20416,513,16,0,2015
CUST003651,36,Delhi,Salaried,Retail,218692,610,7,0,2022
CUST003652,53,Karnataka,Government,SME,110824,804,9,1,2021
CUST003653,49,UP,Business Owner,Mass,182065,674,14,2,2013
CUST003654,43,West Bengal,Business Owner,Retail,127946,795,1,1,2022
CUST003655,62,UP,Salaried,SME,151539,777,16,0,2009
CUST003656,38,Telangana,Freelancer,SME,170057,632,13,3,2020
CUST003657,47,Rajasthan,Salaried,Premium,236097,705,6,0,2019
CUST003658,28,Punjab,Salaried,Retail,191681,582,5,3,2011
CUST003659,63,UP,Self-Employed,Premium,238135,785,3,4,2009
CUST003660,47,Karnataka,Self-Employed,Corporate,34412,716,14,3,2009
CUST003661,46,West Bengal,Self-Employed,Corporate,103430,757,15,3,2009
CUST003662,31,UP,Salaried,Retail,164512,616,18,2,2016
CUST003663,40,Delhi,Salaried,Retail,77564,592,14,4,2012
CUST003664,32,West Bengal,Salaried,Retail,210535,556,6,3,2009
